,BidOpen,BidClose,BidHigh,BidLow,AskOpen,AskClose,AskHigh,AskLow
40,-0.7500105963633388,-0.748411689961884,-0.7796682262866881,-0.7293868921775868,-0.7323961553118465,-0.7248623464633539,-0.7543173117822164,-0.7112190999366135
41,-0.7500105963633388,-0.748411689961884,-0.7796682262866881,-0.7293868921775868,-0.7323961553118465,-0.7248623464633539,-0.7543173117822164,-0.7112190999366135
42,-0.7497562836434639,-0.7481575603557928,-0.7794130157379868,-0.7291331923890141,-0.7323961553118465,-0.7249470563320557,-0.7544023819651215,-0.7112190999366135
43,-0.7504344508964635,-0.7431596781025007,-0.7743938749468242,-0.7298097251585602,-0.7323961553118465,-0.7221516306649676,-0.7515950659293935,-0.7112190999366135
44,-0.7483151782308397,-0.7422278695468094,-0.7734581029349101,-0.7276955602537072,-0.7215565059067615,-0.7204574332909743,-0.7498936622713614,-0.7004014367208953
45,-0.7466197600983406,-0.7466327827192032,-0.7762654189706382,-0.7276955602537072,-0.7209637125799162,-0.7243540872511716,-0.7494683113568641,-0.7053031903655125
46,-0.7482304073242148,-0.7466327827192032,-0.7778817524457651,-0.7276109936575068,-0.7256213744336719,-0.7246929267259645,-0.7541471714164203,-0.7053031903655125
47,-0.7484847200440896,-0.7468869123252944,-0.7781369629944663,-0.7278646934460795,-0.7264682220434366,-0.723761118170259,-0.7532113994045062,-0.7053031903655125
48,-0.7489085745772144,-0.7473104616687891,-0.7785623139089637,-0.728287526427053,-0.7264682220434366,-0.7246929267259645,-0.7527860484899946,-0.7053031903655125
49,-0.749671512736839,-0.748072850487091,-0.7793279455550817,-0.7290486257928137,-0.7264682220434366,-0.7232528589580767,-0.7527009783071037,-0.7053031903655125
50,-0.749671512736839,-0.7485811096992876,-0.7739685240323269,-0.7302325581395337,-0.7241817334970619,-0.7236764083015572,-0.7524457677583882,-0.7061483203042513
51,-0.7501801381765745,-0.7485811096992876,-0.77983836665247,-0.7295560253699733,-0.7264682220434366,-0.7236764083015572,-0.753126329221601,-0.7061483203042513
52,-0.749586741830214,-0.7479881406183893,-0.7792428753721765,-0.7289640591966133,-0.7241817334970619,-0.7232528589580767,-0.7527009783071037,-0.7061483203042513
53,-0.749586741830214,-0.7479881406183893,-0.7792428753721765,-0.7289640591966133,-0.7256213744336719,-0.7232528589580767,-0.7527009783071037,-0.7061483203042513
54,-0.749586741830214,-0.7479881406183893,-0.7792428753721765,-0.7289640591966133,-0.7273150696532156,-0.7232528589580767,-0.7527009783071037,-0.7061483203042513
55,-0.749586741830214,-0.7501058873358772,-0.7792428753721765,-0.7310782241014806,-0.7273150696532156,-0.725540025412954,-0.7527009783071037,-0.7129093598140628
56,-0.7517060144958236,-0.7858534519271672,-0.7813696299446917,-0.8122621564481989,-0.7261294829995251,-0.7495976281236807,-0.7546575925138086,-0.7602366363828423
57,-0.7779849955495308,-0.7839898348157703,-0.8077413866439827,-0.7919661733615158,-0.7509421179658631,-0.7594239728928471,-0.7795831561037829,-0.7681808578068967
58,-0.7932437587420083,-0.7905124947056379,-0.815397703105063,-0.7725158562367938,-0.7603421264343382,-0.7565438373570572,-0.7861335601871531,-0.7517853369955674
59,-0.7856143771457766,-0.7887335874629571,-0.815397703105063,-0.769978858350953,-0.7579709531269714,-0.7578991952562433,-0.7866439812845556,-0.7517853369955674
60,-0.7856143771457766,-0.7653536637018306,-0.7932794555508309,-0.7677801268498996,-0.7662700597027623,-0.7469716221939819,-0.7737133134836256,-0.7450242974857417
61,-0.7567922688933209,-0.729944938585362,-0.7354317311782097,-0.7437632135306558,-0.7478087818097094,-0.7157136806437876,-0.7124627817949687,-0.7331924783435397
62,-0.7328021023184874,-0.7002964845404591,-0.7263292216078128,-0.7125581395348775,-0.7179997459457184,-0.6929267259635736,-0.7149298170990903,-0.7019226706106139
63,-0.6994023651082983,-0.6747141041931428,-0.7056571671628973,-0.6904862579281144,-0.6907312529110357,-0.6493011435832301,-0.6784347086346258,-0.66963870695119
64,-0.6804984529309621,-0.6543837357052098,-0.676733304976608,-0.6617336152219906,-0.6502519371639153,-0.6349004659042663,-0.6520629519353349,-0.6300866258187199
65,-0.6525240537447701,-0.6704786107581668,-0.6792854104636348,-0.6566596194503234,-0.6375492230173165,-0.6509953409572233,-0.665674181199492,-0.6402281850834584
66,-0.6737167804009658,-0.6721728081321601,-0.6997022543598348,-0.6558139534883622,-0.6536393276029884,-0.6526895383312166,-0.6792854104636206,-0.6343122755123716
67,-0.6686305260034828,-0.6755612028801465,-0.6920459378987545,-0.6608879492600437,-0.6629546513104998,-0.6459127488352436,-0.674181199489567,-0.6419184449609219
68,-0.6660873988047342,-0.6772554002541398,-0.6920459378987545,-0.658350951374203,-0.6502519371639153,-0.6408301567132497,-0.6699276903445366,-0.6360025353898209
69,-0.6779553257322135,-0.6611605252011827,-0.6920459378987545,-0.658350951374203,-0.6443240038954912,-0.656077933079203,-0.6699276903445366,-0.6360025353898209
70,-0.6669351078709838,-0.6408301567132781,-0.6699276903445224,-0.6575052854122561,-0.6510987847736658,-0.6264294790343143,-0.6554657592513848,-0.6503697443481968
71,-0.6372652905522926,-0.6535366370182203,-0.6580178647383974,-0.6363636363636402,-0.635008680187994,-0.6484540448962264,-0.6444066354742546,-0.6283963659412706
72,-0.6576103081422531,-0.6831850910631232,-0.6869417269247151,-0.6642706131078171,-0.6510987847736658,-0.6781024989411293,-0.674181199489567,-0.6579759137967471
73,-0.6847369982622098,-0.6442185514612504,-0.6733304976605581,-0.6735729386892189,-0.6790447558961716,-0.6391359593392707,-0.664823479370483,-0.6706528628776596
74,-0.6525240537447701,-0.6569250317662068,-0.6750319013185759,-0.6668076109936578,-0.6316212897489066,-0.6543837357052098,-0.6597192683964295,-0.6486794844707333
75,-0.6593057262747521,-0.6882676831851029,-0.688643130582733,-0.6820295983086737,-0.656179870432311,-0.683185091063109,-0.6843896214376741,-0.6630466934291093
76,-0.6872801254609442,-0.6814908936891158,-0.6962994470438133,-0.6837209302325533,-0.6815852987254942,-0.6755612028801323,-0.6826882177796705,-0.6664272131840363
77,-0.6804984529309621,-0.7018212621770488,-0.7039557635048936,-0.6879492600422736,-0.6739636702375407,-0.6950444726810616,-0.688643130582733,-0.674878512571297
78,-0.7025388886534216,-0.6958915713680796,-0.7065078689919204,-0.6887949260042205,-0.6875132319939041,-0.6891147818720924,-0.6920459378987545,-0.680794422142398
79,-0.6906709617259423,-0.7145277424820051,-0.7192683964270543,-0.6997885835095161,-0.6858195367743463,-0.7035154595510278,-0.7039557635048794,-0.6934713712233247
80,-0.7161022337133858,-0.7229987293519855,-0.7456401531263168,-0.7175475687103585,-0.7103781174577648,-0.7179161372299774,-0.7388345384942596,-0.7129093598140628
81,-0.7271224515746297,-0.7162219398560126,-0.74308804763929,-0.7319238900634275,-0.7095312698479859,-0.7069038542990285,-0.7277754147171294,-0.7238960490175401
82,-0.717797651845899,-0.7187632359169953,-0.7405359421522633,-0.7183932346723054,-0.7112249650675295,-0.7119864464210082,-0.732028923862174,-0.7145996196915263
83,-0.7169499427796495,-0.7187632359169953,-0.7218205019140811,-0.7048625792811833,-0.7103781174577648,-0.7128335451079977,-0.7099106763079419,-0.6976970209169622
84,-0.721188488110883,-0.7085980516730359,-0.7337303275201918,-0.7065539112050772,-0.7069907270186633,-0.7035154595510278,-0.7184176945980454,-0.695161631100774
85,-0.7101682702496674,-0.7280813214739652,-0.7311782220331651,-0.7090909090909037,-0.7044501841893549,-0.7136806437950014,-0.7150148872819955,-0.6976970209169622
86,-0.7254270334421307,-0.7119864464210082,-0.7337303275201918,-0.7073995771670241,-0.7188465935554831,-0.7001270648030413,-0.7192683964270401,-0.701077540671875
87,-0.7118636883821523,-0.6696315120711631,-0.6988515525308401,-0.6921775898520082,-0.7061438794088843,-0.667090216010152,-0.6962994470437991,-0.6850200718360355
88,-0.6694782350697324,-0.650063532401532,-0.6554657592513706,-0.6558139534883622,-0.6668501503154545,-0.6485387547649282,-0.6546150574223617,-0.6478343545320087
89,-0.6505743228923961,-0.6425243540872572,-0.6707783921735313,-0.6473572938689074,-0.6484735571833795,-0.6412537060567587,-0.6614206720544331,-0.6444538347770958
90,-0.6448946721485243,-0.6509953409572375,-0.6740110591237709,-0.6498942917547481,-0.6423762543930138,-0.6459127488352436,-0.6673755848575098,-0.6444538347770958
91,-0.6525240537447701,-0.6387971198644777,-0.6588685665674205,-0.6364482029598264,-0.6497438285980337,-0.6367640830156631,-0.6563164610803796,-0.6343122755123716
92,-0.6465900902810233,-0.6704786107581668,-0.6683964270523006,-0.6634249471458702,-0.635008680187994,-0.6689538331215488,-0.6631220757124652,-0.6622015634903846
93,-0.672021362268481,-0.6781024989411435,-0.6894938324117419,-0.6634249471458702,-0.6663420417495871,-0.6730199068191354,-0.6869417269247009,-0.6622015634903846
94,-0.6762599075997144,-0.6289707750953113,-0.6597192683964153,-0.6578435517970433,-0.6754033111741506,-0.6281236764082934,-0.6571671629093885,-0.6571307838580083
95,-0.6287881998898115,-0.6469292672596509,-0.6520629519353349,-0.634841437632133,-0.6239996612609531,-0.6451503600169417,-0.651212250106326,-0.6343122755123716
96,-0.6499809265460215,-0.6526895383312308,-0.6758826031475849,-0.6389006342494667,-0.6443240038954912,-0.6543837357052098,-0.665674181199492,-0.6360025353898209
97,-0.6534565337176304,-0.634392206692084,-0.6614206720544473,-0.6389006342494667,-0.6544861752127673,-0.63574756459127,-0.6572522330922936,-0.635157405451082
98,-0.6359089560462934,-0.6526895383312308,-0.6651637601020752,-0.6591966173361499,-0.6367023754075376,-0.6484540448962264,-0.664823479370483,-0.6562856539192978
99,-0.6567625990760035,-0.6698009318085667,-0.6792854104636348,-0.6524312896405888,-0.6510987847736658,-0.6665819567979696,-0.6750319013185901,-0.6505387703359418
100,-0.672021362268481,-0.6518424396442271,-0.6801361122926295,-0.6515856236786419,-0.6675276284032634,-0.6493011435832301,-0.6780093577201143,-0.6513839002746664
101,-0.6525240537447701,-0.6433714527742609,-0.6716290940025544,-0.6321353065539199,-0.6485582419443574,-0.6450656501482399,-0.665674181199492,-0.6283963659412706
102,-0.6448946721485243,-0.6713257094451563,-0.6741811994895812,-0.671881606765325,-0.6460176991150348,-0.6714104193138581,-0.674181199489567,-0.6664272131840363
103,-0.6737167804009658,-0.6730199068191496,-0.6954487452147902,-0.658350951374203,-0.6680357369691166,-0.6696315120711489,-0.6920459378987545,-0.6520600042256461
104,-0.6782944093587133,-0.6814908936891158,-0.7056571671628973,-0.6659619450317109,-0.677351060676628,-0.6781024989411293,-0.7028498511271835,-0.6630466934291093
105,-0.683889289195946,-0.6814908936891158,-0.6962994470438133,-0.6659619450317109,-0.6832789939450237,-0.6797966963151083,-0.6920459378987545,-0.6647369533065586
106,-0.6804984529309621,-0.6781024989411435,-0.7022543598468616,-0.665116279069764,-0.6799762882669285,-0.6781024989411293,-0.697150148872808,-0.6630466934291093
107,-0.677107616665964,-0.6766624311732414,-0.7022543598468616,-0.6642706131078171,-0.6781979082863927,-0.6742058449809463,-0.7005529561888579,-0.66135643355166
108,-0.6821938710634612,-0.6721728081321601,-0.7022543598468616,-0.6659619450317109,-0.6739636702375407,-0.6721728081321459,-0.6997022543598348,-0.6580604267906267
109,-0.6745644894672296,-0.6781024989411435,-0.7039557635048936,-0.6619027484143771,-0.6790447558961716,-0.6781024989411293,-0.7014036580178526,-0.6630466934291093
110,-0.6796507438647126,-0.6747141041931428,-0.7039557635048936,-0.6591966173361499,-0.6787060168522601,-0.6735281660313461,-0.7005529561888579,-0.6579759137967471
111,-0.6762599075997144,-0.6823379923761195,-0.7031050616758705,-0.6642706131078171,-0.6756573654570701,-0.6721728081321459,-0.6972352190557132,-0.6605113036129353
112,-0.6754121985334649,-0.6628547225751902,-0.6911952360697597,-0.6625792811839233,-0.6748105178473054,-0.6637018212621797,-0.687792428753724,-0.6537502641031097
113,-0.6652396897384847,-0.6899618805590961,-0.6928966397277634,-0.6778012684989392,-0.6621078037007209,-0.6851334180432076,-0.687792428753724,-0.674878512571297
114,-0.6906709617259423,-0.6840321897501127,-0.7141641854530008,-0.6769556025369923,-0.6875132319939041,-0.6814908936891158,-0.7073585708209151,-0.6714979928163984
115,-0.6847369982622098,-0.7001270648030555,-0.7099106763079419,-0.6896405919661817,-0.6849726891645815,-0.7020753917831399,-0.7065078689919062,-0.6875554616522237
116,-0.7059297249184056,-0.6908089792460999,-0.720969800085058,-0.6972515856236754,-0.7044501841893549,-0.6899618805590819,-0.7192683964270401,-0.6943165011620636
117,-0.6923663798584414,-0.6831850910631232,-0.7005529561888437,-0.671881606765325,-0.6909006224329772,-0.6823379923761053,-0.697150148872808,-0.6706528628776596
118,-0.6847369982622098,-0.6840321897501127,-0.7090599744789472,-0.6693446088794985,-0.6832789939450237,-0.683185091063109,-0.7065078689919062,-0.6664272131840363
119,-0.6892298563133181,-0.6840321897501127,-0.7082092726499241,-0.6693446088794985,-0.6790447558961716,-0.6840321897501127,-0.7065078689919062,-0.6655820832452974
120,-0.6830415801296965,-0.7094451503600254,-0.6954487452147902,-0.693868921775902,-0.6832789939450237,-0.7094451503600254,-0.6920459378987545,-0.6900908514684119
121,-0.7127113974484018,-0.7143583227446157,-0.7388345384942454,-0.7040169133192364,-0.7112249650675295,-0.7123252858958011,-0.7345810293492008,-0.7027678005493243
122,-0.7154240664604004,-0.746717492587905,-0.7447894512973221,-0.7319238900634275,-0.7128339755260953,-0.7467174925878908,-0.7413015737983812,-0.7298119585886411
123,-0.7457720510320911,-0.7323168149089412,-0.7626541897065096,-0.7285412262156399,-0.7476394122877537,-0.7348581109699239,-0.7601020842194686,-0.727276568772453
124,-0.7364472513033604,-0.7362134688691384,-0.7592513823904596,-0.7228752642706127,-0.7370538171656023,-0.7373994070309209,-0.7601020842194686,-0.7238960490175401
125,-0.7370406476497351,-0.7226598898771783,-0.7490429604423525,-0.7167019027484116,-0.7340898505313902,-0.7214739517153816,-0.7473415567843347,-0.7162898795689898
126,-0.7254270334421307,-0.7337568826768432,-0.7532113994045062,-0.7192389006342523,-0.7171528983359394,-0.7340110122829344,-0.7456401531263168,-0.7189942953729087
127,-0.7347518331708613,-0.726387124099972,-0.7549978732454292,-0.7158562367864647,-0.7340898505313902,-0.7269800931808561,-0.7532964695873972,-0.7162898795689898
128,-0.7279701606408793,-0.7076662431173304,-0.7354317311782097,-0.7073995771670241,-0.7279078629800466,-0.7069038542990285,-0.7332199064227893,-0.7103739699978888
129,-0.7042343067859207,-0.706056755612039,-0.7294768183751614,-0.6947145877378489,-0.7044501841893549,-0.7085980516730217,-0.7269247128881204,-0.6934713712233247
130,-0.7067774339846693,-0.7145277424820051,-0.7320289238621882,-0.6964059196617285,-0.7061438794088843,-0.7111393477340044,-0.7345810293492008,-0.6968518909782375
131,-0.7147458992074007,-0.7162219398560126,-0.7371331348362418,-0.6972515856236754,-0.7171528983359394,-0.7153748411689946,-0.7362824330072328,-0.6976970209169622
132,-0.7162717755266499,-0.7280813214739652,-0.7458102934921271,-0.7141649048625709,-0.7163060507261605,-0.7314697162219375,-0.7439387494683132,-0.7129093598140628
133,-0.7288178697071146,-0.7289284201609689,-0.7558485750744239,-0.7146723044397447,-0.7315493077020676,-0.7306226175349337,-0.7541471714164203,-0.7135009507711914
134,-0.7305132878396279,-0.7327403642524359,-0.7558485750744239,-0.715010570824532,-0.729855612482524,-0.7324015247776288,-0.7541471714164203,-0.715444749630251
135,-0.7343279786377366,-0.7323168149089412,-0.757549978732456,-0.715010570824532,-0.7349366981411691,-0.7323168149089412,-0.7584006805614507,-0.7137544897528016
136,-0.7355995422371109,-0.7196103346039848,-0.7498936622713757,-0.715010570824532,-0.7307024600923029,-0.7204574332909743,-0.7490429604423667,-0.7129093598140628
137,-0.721188488110883,-0.720288013553585,-0.7481922586133436,-0.7031712473572895,-0.7222339839945704,-0.7204574332909743,-0.7456401531263168,-0.701077540671875
138,-0.721188488110883,-0.7009741634900593,-0.7311782220331651,-0.7013107822410092,-0.720540288775041,-0.7024142312579329,-0.7311782220331793,-0.6995563067821706
139,-0.7041495358792957,-0.7211351122405887,-0.7336452573372867,-0.7065539112050772,-0.7029258584917528,-0.7199491740787778,-0.7313483623989754,-0.7053031903655125
140,-0.7228839062433821,-0.723845828038975,-0.7507443641003704,-0.7082452431289568,-0.7188465935554831,-0.7246929267259645,-0.7473415567843347,-0.706993450242976
141,-0.7254270334421307,-0.7382465057179246,-0.7549978732454292,-0.7287103594080406,-0.7256213744336719,-0.7402795425667108,-0.7524457677583882,-0.7289668286499023
142,-0.7398380875683586,-0.7416349004659111,-0.7677584006805631,-0.726511627906973,-0.7383240885802564,-0.742736128759006,-0.7652062951935221,-0.7247411789562648
143,-0.7449243419658416,-0.7297755188479442,-0.7601020842194828,-0.7251585623678665,-0.7442520218486663,-0.7313850063532357,-0.7584006805614507,-0.7233044580604258
144,-0.7322087059721127,-0.730622617534948,-0.7592513823904596,-0.7167019027484116,-0.7323114705508686,-0.7307073274036355,-0.7592513823904739,-0.7171350095077145
145,-0.7322087059721127,-0.7280813214739652,-0.7566992769034329,-0.7141649048625709,-0.7340898505313902,-0.7297755188479442,-0.7541471714164203,-0.7162898795689898
146,-0.7296655787733783,-0.7331639135959449,-0.7592513823904596,-0.7175475687103585,-0.729178134394715,-0.7343498517577274,-0.7577201190982521,-0.7188252693851638
147,-0.7339041241046118,-0.730622617534948,-0.7584006805614507,-0.7234672304439727,-0.7332430029216255,-0.7314697162219375,-0.7566992769034471,-0.7238960490175401
148,-0.7339041241046118,-0.7399407030919178,-0.757549978732456,-0.7217758985200788,-0.7366303933607128,-0.7416349004658969,-0.7558485750744239,-0.7247411789562648
149,-0.742381214767093,-0.7179161372299916,-0.74308804763929,-0.7217758985200788,-0.7450988694584311,-0.7213045319779781,-0.74308804763929,-0.7238960490175401
150,-0.721188488110883,-0.7331639135959449,-0.7498936622713757,-0.7141649048625709,-0.7222339839945704,-0.7340110122829344,-0.74649085495534,-0.7137544897528016
151,-0.7347518331708613,-0.7297755188479442,-0.7609527860484775,-0.7251585623678665,-0.7349366981411691,-0.7331639135959307,-0.7620586984262019,-0.7247411789562648
152,-0.7313609969058632,-0.7365523083439314,-0.7609527860484775,-0.7192389006342523,-0.7307024600923029,-0.738839474798823,-0.7592513823904739,-0.7196703993239026
153,-0.7398380875683586,-0.746717492587905,-0.7686091025095578,-0.7285412262156399,-0.7442520218486663,-0.7518000847098705,-0.769459804338581,-0.7315022184660904
154,-0.7500105963633388,-0.7475645912748945,-0.7686091025095578,-0.7293868921775868,-0.7501799551170762,-0.7509529860228668,-0.7669076988515542,-0.7315022184660904
155,-0.7491628872970892,-0.6992799661160518,-0.7269247128881346,-0.7285412262156399,-0.7501799551170762,-0.7001270648030413,-0.7277754147171294,-0.7289668286499023
156,-0.699995761454673,-0.6980093180855675,-0.7090599744789472,-0.6871035940803409,-0.7010627937502534,-0.6985175772977499,-0.7073585708209151,-0.6858652017747744
157,-0.6974526342559386,-0.6755612028801465,-0.7039557635048936,-0.6769556025369923,-0.6993690985307097,-0.6789495976281188,-0.7039557635048794,-0.6782590323262241
158,-0.677107616665964,-0.6823379923761195,-0.7039557635048936,-0.6684989429175374,-0.6789600711351937,-0.6840321897501127,-0.7031050616758847,-0.668201986055351
159,-0.6846522273555848,-0.6839474798814251,-0.7107613781369508,-0.6701902748414312,-0.6849726891645815,-0.684540448962295,-0.710761378136965,-0.6698077329389349
160,-0.6830415801296965,-0.6747141041931428,-0.7022543598468616,-0.6650317124735778,-0.6854807977304347,-0.6755612028801323,-0.7014036580178526,-0.6643989013310687
161,-0.6762599075997144,-0.6628547225751902,-0.6894938324117419,-0.6591966173361499,-0.677351060676628,-0.6637018212621797,-0.6903445342407508,-0.66135643355166
162,-0.6601534353410017,-0.6603134265141932,-0.685240323266683,-0.6454122621564409,-0.6632933903544114,-0.662854722575176,-0.6869417269247009,-0.6461440946545594
163,-0.6618488534735008,-0.6662431173231766,-0.6911952360697597,-0.6591966173361499,-0.6638014989202645,-0.6687844133841594,-0.6890684814972303,-0.6579759137967471
164,-0.6677828169372333,-0.6767471410419432,-0.697150148872808,-0.6617336152219906,-0.6697294321886744,-0.6789495976281188,-0.6954487452148044,-0.6630466934291093
165,-0.6794812020514627,-0.6891147818720924,-0.7088898341131369,-0.679492600422833,-0.6807384511157153,-0.6840321897501127,-0.7031050616758847,-0.6799492922036734
166,-0.6881278345271937,-0.6862346463363025,-0.7090599744789472,-0.6701902748414312,-0.6909006224329772,-0.687420584498085,-0.7065078689919062,-0.6706528628776596
167,-0.6881278345271937,-0.7111393477340187,-0.7167162909400275,-0.6930232558139409,-0.6883600796036689,-0.7153748411689946,-0.7141641854529865,-0.695161631100774
168,-0.7127113974484018,-0.726387124099972,-0.7413866439812722,-0.7090909090909037,-0.7112249650675295,-0.728081321473951,-0.7379838366652365,-0.7120642298753523
169,-0.7271224515746297,-0.7119864464210082,-0.74308804763929,-0.7082452431289568,-0.7315493077020676,-0.7153748411689946,-0.7439387494683132,-0.7103739699978888
170,-0.7144068155809009,-0.7229987293519855,-0.7422373458102953,-0.7116279069767444,-0.7145276707456389,-0.7252858958068629,-0.7413866439812864,-0.7120642298753523
